schema,DG_ted,JE_ted,JSF_ted,DG_type_of_errors,JE_type_of_errors,JSF_type_of_errors
o66330,0,0,18,[],[],[]
o66586,4,4,4,[],[],[]
o66587,2,4,2,[],[],[]
o66589,0,32,6,[],[],[]
o66610,0,,94,[],[],[]
o66639,0,14,302,[],[],[]
o66685,0,22,9,[],[],[]
o66687,0,12,118,[],[],[]
o66688,0,14,8,[],[],[]
o66689,0,39,170,[],[],[]
o66693,2,,615,[],[],[]
o66694,14,101,16,[],[],[]
o67010,0,335,30,[],[],[]
o67017,0,0,,[],[],[]
o67022,11,20,12,[],[],[]
o67023,12,213,13,[],[],[]
o67024,14,66,16,[],[],[]
o67025,12,55,14,[],[],[]
o67026,1,6,9,[],[],[]
o67027,1,,20,[],[],[]
o67056,0,0,0,[],[],[]
o67058,2,,27,[],[],[]
o67146,6,76,6,[],[],[]
o67158,0,171,5,[],[],[]
o67175,4,7,11,[],[],[]
o67193,0,22,4,[],[],[]
o67195,1,,5,[],[],[]
o67196,1,,0,[],[],[]
o67198,1,28,1,[],[],[]
o67200,1,,0,[],[],[]
o67212,1,,1,[],[],[]
o67268,4,5,190,[],[],[]
o67269,4,982,153,[],[],[]
o67273,3,10,43,[],[],[]
o67274,3,130,40,[],[],[]
o67287,0,22,8,[],[],[]
o67288,4,72,13,[],[],[]
o67291,1,2,1,[],[],[]
o67351,2,,24,[],[],['required']
o67369,0,,,[],[],[]
o67370,1,18,85,[],[],[]
o674,0,0,30,[],[],[]
o67449,0,2,43,[],[],[]
o67450,0,20,81,[],[],[]
o67456,0,2,0,[],[],[]
o67457,1,,228,[],[],[]
o67463,0,1508,9,[],"['type', 'enum', 'additionalProperties']",[]
o67465,2,3,59,[],[],[]
o67500,1,10,4,[],[],[]
o67501,,0,4,[],[],[]
o67516,2,213,7,[],[],[]
o67517,3,,710,[],[],[]
o67524,,,1,[],[],[]
o67594,1,31,5,[],[],[]
o67597,0,2,28,[],[],[]
o67599,2,16,6,[],[],[]
o67600,1,13,1,[],[],[]
o67609,0,67,10,[],[],[]
o6761,0,8,57,[],[],[]
o67616,1,,11,[],[],[]
o6762,0,69,113,[],[],[]
o67648,1,,1,[],[],[]
o67654,0,5,10,[],[],[]
o6766,3,,18,[],[],[]
o67661,1,21,1,[],[],[]
o67665,0,16,34,[],[],[]
o67666,0,9,31,[],[],[]
o6767,0,26,59,[],[],[]
o67670,,0,,[],[],[]
o67671,,5,2,[],[],[]
o67675,0,16,18,[],[],[]
o6768,0,36,109,[],[],[]
o67682,0,10,2,[],[],[]
o67685,0,47,20,[],[],[]
o6769,3,,85,[],[],[]
o6770,0,83,53,[],[],[]
o6771,6,,241,[],[],[]
o6816,0,,24,[],[],[]
o68277,2,,13,[],[],[]
o68280,1,,5,[],[],[]
o68282,3,,7,[],[],[]
o68285,1,1,9,[],['pattern'],[]
o68294,,20,60,['type'],"['required', 'not']",[]
o68296,0,40,2,[],[],[]
o68297,2,16,11,[],[],[]
o683,1,20,1,[],[],[]
o68300,3,3,3,[],[],['type']
o68301,1,19,21,[],[],[]
o68306,1,23,1,[],['pattern'],[]
o68312,0,13,11,[],[],[]
o68315,0,18,4,[],[],[]
o68322,1,3,9,[],[],[]
o68324,2,30,8,[],['pattern'],[]
o68325,2,,4,[],[],[]
o68326,1,7,47,[],[],[]
o68328,3,13,3,[],['pattern'],[]
o68330,,,2,[],[],[]
o68332,1,55,9,[],[],[]
o68333,1,3,7,[],['required'],[]
o68335,1,15,1,[],[],[]
o68337,0,13,4,[],[],[]
o68347,1,7,5,[],[],[]
o68350,3,3,17,[],[],[]
o68354,,0,76,[],[],[]
o68355,,,8,[],[],[]
o68396,1,25,7,[],[],[]
o68397,2,,154,[],[],[]
o68398,2,16,12,[],[],[]
o68405,1,19,3,[],[],[]
o68409,4,,269,[],[],[]
o68413,0,,6,[],[],[]
o68414,0,9,12,[],['pattern'],[]
o68415,0,,92,[],[],[]
o68426,0,20,4,[],[],[]
o68428,0,6,17,[],[],[]
o68435,0,6,22,[],[],[]
o68438,,10,4,[],[],[]
o68588,0,2,102,[],[],[]
o68597,0,,54,[],[],[]
o68598,0,,90,[],[],[]
o68600,0,,63,[],[],[]
o68601,0,,112,[],[],[]
o68602,0,,77,[],[],[]
o68603,0,,111,[],[],[]
o68623,0,0,21,[],[],[]
o68625,1,3,3,[],[],[]
o68630,0,159,291,[],[],[]
o68694,0,0,0,[],[],[]
o68724,0,0,2,[],[],[]
o68725,,12,27,[],[],[]
o68726,0,462,79,[],[],[]
o68728,2,20,49,[],[],[]
o68729,2,76,137,[],[],[]
o68730,2,99,38,[],[],[]
o68806,0,0,14,[],[],[]
o68811,1,,6,[],[],[]
o68821,0,0,58,[],[],[]
o68822,0,693,87,[],[],[]
o68824,1,1,1,[],[],[]
o68825,1,3,9,[],[],[]
o68826,1,3,37,[],[],[]
o69073,1,27,1,[],[],[]
o69074,5,8,38,[],[],[]
o69083,7,,,[],[],[]
o69091,1,,166,[],[],[]
o69097,0,29,319,[],[],[]
o69099,0,39,39,[],['pattern'],[]
o69100,0,13,67,[],[],[]
o69138,2,,48,[],[],[]
o69139,0,,3,[],[],[]
o69155,1,,6,[],[],[]
o69157,0,12,12,[],['items'],['items']
o69158,2,,18,[],[],[]
o69159,0,0,14,[],[],[]
o69161,0,2,8,[],[],[]
o69190,1,4,10,[],[],[]
o69193,,146,973,[],[],[]
o69202,0,8,12,[],[],[]
o69204,2,180,39,[],[],[]
o69206,0,7,88,[],[],[]
o69207,0,,157,[],[],[]
o69208,1,,157,[],[],[]
o69209,0,,1586,[],[],[]
o69210,2,107,239,[],[],[]
o69211,1,107,122,[],[],[]
o69212,1,345,475,[],[],[]
o69214,1,46,253,[],[],[]
o69215,1,78,661,[],[],[]
o69218,1,31,7,[],[],[]
o69219,,28,10,[],[],[]
o69220,1,31,27,[],[],[]
o69221,1,9,1,[],[],[]
o69222,,56,4,[],[],[]
o69248,10,,24,[],[],[]
o69314,0,0,4,[],[],[]
o69319,1,326,43,[],[],[]
o69390,0,58,32,[],[],[]
o69391,0,44,16,[],[],[]
o69392,0,97,78,[],[],[]
o69393,0,101,10,[],[],[]
o69394,0,26,10,[],[],[]
o69418,1,1,63,[],[],[]
o69430,1,3,22,[],[],[]
o69469,0,18,12,[],[],[]
o69474,0,0,,[],[],[]
o69485,0,202,3,[],[],[]
o69486,0,33,3,[],[],[]
o69487,0,,10,[],[],[]
o69498,0,2,11,[],[],[]
o69499,0,10,5,[],[],[]
o69507,0,4,6,[],[],[]
o69508,3,3,5,[],[],[]
o69509,0,10,10,[],[],[]
o69510,0,24,10,[],[],[]
o69511,0,6,4,[],[],[]
o69512,0,36,8,[],[],[]
o69514,0,269,20,[],[],[]
o69519,0,,0,[],[],[]
o69520,2,44,2,[],[],[]
o69521,0,14,16,[],[],[]
o69522,1,3,29,[],[],[]
o69525,0,19,10,[],[],[]
o69531,0,22,2,[],[],[]
o69533,0,30,,[],[],[]
o69579,1,28,7,[],[],[]
o69582,1,112,100,[],[],[]
o69584,2,,41,[],[],[]
o69586,24,30,8,[],[],[]
o69599,1,8,17,[],[],[]
o69602,0,,7,[],[],[]
o69631,3,5,9,[],[],[]
o69719,,8,32,[],[],[]
o69729,7,,22,[],[],[]
o69733,9,435,53,[],[],[]
o69741,2,2,4,[],[],[]
o69742,2,28,2,[],[],[]
o69744,2,,10,[],[],[]
o69745,5,20,7,[],[],[]
o69746,1,3,4,[],[],[]
o69749,2,75,2,[],[],[]
o69751,0,12,16,[],[],[]
o69752,4,24,14,[],[],[]
o69753,0,42,2,[],[],[]
o69758,2,8,2,[],[],[]
o69760,4,4,6,['const'],['const'],['const']
o69761,6,25,91,[],[],[]
o69762,0,,5,[],[],[]
o69763,2,,21,[],[],[]
o69808,1,790,31,[],[],[]
o69837,0,173,80,[],[],[]
o69838,0,195,26,[],[],[]
o69840,0,17,22,[],[],[]
o69844,0,6,4,[],[],[]
o69850,1,,3,[],[],[]
o69885,3,,65,[],[],[]
o69886,10,10540,739,[],[],[]
o69888,14,,309,[],[],[]
o69900,1,4,51,[],[],[]
o69908,2,52,15,[],[],[]
o69909,0,0,2,[],[],[]
o69910,0,25,74,[],[],[]
o69912,1,14,8,[],[],[]
o69913,1,3,16,[],[],[]
o69914,2,,5,[],[],[]
o69915,2,9,11,[],[],[]
o69916,2,4,2,[],[],[]
o69956,3,,69,[],[],[]
o69957,0,7,240,[],[],[]
o69958,0,1,18,[],[],[]
o69961,0,74,5,[],[],[]
o69971,3,,9,[],[],[]
o69991,1,591,7,[],[],[]
o69992,0,,492,[],[],[]
o69997,2,133,2,[],[],[]
o70000,2,,4,[],[],[]
o70011,1,495,15,[],[],[]
o70012,5,12,15,[],[],[]
o70013,0,84,16,[],[],[]
o70014,0,20,11,[],[],[]
o70015,0,128,11,[],[],[]
o70016,0,16,4,[],[],[]
o70017,0,16,17,[],[],[]
o70019,0,0,4,[],[],[]
o70020,0,0,4,[],[],[]
o70022,0,12,6,[],[],[]
o70034,9,5,55,[],[],[]
o70035,3,338,56,[],"['type', 'const', 'pattern']",[]
o70036,1,133,975,[],[],[]
o70037,1,,47,[],[],[]
o70193,0,0,12,[],[],[]
o70256,1,,1,[],[],[]
o70267,0,23,4,[],[],[]
o70288,0,61,4,[],[],[]
o70290,1,,1,[],[],[]
o70294,1,,1,[],[],[]
o70295,0,24,12,[],[],[]
o70296,2,3,88,[],[],[]
o70306,0,0,18,[],[],[]
o70366,2,,7,[],[],[]
o70367,2,10,2,[],[],[]
o70368,0,555,149,[],[],[]
o70369,6,7,16,[],[],[]
o70370,0,973,25,[],[],[]
o70371,7,27,10,[],[],[]
o70372,4,,8,[],[],[]
o70373,5,,5,[],[],[]
o70374,5,7,11,[],[],[]
o70375,5,5,7,[],[],[]
o70376,2,,6,[],[],[]
o70377,0,,292,[],[],[]
o70378,6,21,47,[],[],[]
o70379,6,7,40,[],[],[]
o70440,0,28,20,[],[],[]
o70464,0,0,25,[],[],[]
o70468,0,0,11,[],[],[]
o70473,0,0,2,[],[],[]
o70611,7,7,13,[],[],[]
o70914,4,,9,[],[],[]
o70918,0,11,68,[],[],[]
o71153,0,30,40,[],[],[]
o71154,0,8,65,[],[],[]
o71155,0,0,8,[],[],[]
o71157,0,6,32,[],[],[]
o71260,9,,447,[],[],[]
o71265,2,379,29,[],[],[]
o71266,4,11,6,[],[],[]
o71267,4,49,14,[],[],[]
o71268,1,352,11,[],[],[]
o71321,0,2074,276,[],[],[]
o71323,3,,11,[],['pattern'],[]
o71328,2,124,8,[],[],[]
o71329,0,,,[],[],[]
o71333,0,59,,[],[],[]
o71342,2,2,10,[],[],[]
o71388,1,149,1,[],[],[]
o71405,2,233,4,[],[],[]
o71406,0,75,28,[],[],[]
o71407,2,80,24,[],[],[]
o71408,0,12,10,[],[],[]
o71409,1,17,5,[],[],[]
o71412,0,100,66,[],[],[]
o71413,5,5,7,[],[],[]
o71424,1,,1,[],[],[]
o71425,2,,4,[],[],[]
o71442,0,31,2,[],[],[]
o71444,0,45,6,[],[],[]
o71446,0,306,16,[],[],[]
o71448,0,4,14,[],[],[]
o71450,0,28,8,[],[],[]
o71453,4,,21,[],[],[]
o71454,2,23,473,[],[],[]
o71471,0,32,771,[],[],[]
o71475,39,38,50,[],[],['required']
o71479,1,144,80,[],[],[]
o71534,0,6,4,[],[],[]
o71539,0,49,7,[],[],[]
o71550,0,201,103,[],[],[]
o71551,0,17,45,[],[],[]
o71552,0,44,495,[],[],[]
o71556,3,3,8,[],[],[]
o71565,2,31,178,[],[],[]
o71566,0,134,95,[],['type'],['required']
o71568,1,,32,[],[],[]
o71820,1,57,42,[],[],[]
o71826,0,6,24,[],[],[]
o71827,1,121,,[],['pattern'],[]
o71844,0,41,4,[],[],[]
o71845,0,0,8,[],[],[]
o71846,0,,21,[],[],[]
o71847,2,1536,48,[],[],[]
o72111,6,47,4,[],[],[]
o72113,5,,,[],[],[]
o72175,,160,22,[],[],[]
o72177,4,8,13,[],[],[]
o72181,1,654,15,[],[],[]
o72182,0,0,,[],[],[]
o72184,0,6,19,[],[],[]
o72186,1,,1,[],[],[]
o72187,0,44,50,[],[],[]
o72189,0,0,14,[],[],[]
o72192,0,11,67,[],[],[]
o72193,0,0,2659,[],[],[]
o72194,0,0,2,[],[],[]
o72196,0,15,14,[],[],[]
o72199,1,,2,[],[],[]
o72203,4,,10,[],[],[]
o72204,0,36,4,[],[],[]
o72205,5,,5,[],[],[]
o72212,2,2,2,[],[],[]
o72213,5,,23,[],[],[]
o72217,6,,24,[],[],[]
o72221,0,2,8,[],[],[]
o72247,0,2455,464,[],[],[]
o7230,2,23,4,[],[],[]
o72527,4,,,[],[],[]
o72528,0,0,1022,[],[],[]
o72529,0,18,4,[],[],[]
o72536,0,12,6,[],[],[]
o72570,3,60,34,[],[],[]
o72586,3,3,35,[],['pattern'],[]
o72587,2,2,2,[],['pattern'],[]
o7264,4,,246,[],[],[]
o7271,0,18,182,[],[],[]
o7276,0,0,11,[],[],[]
o7287,0,943,113,[],[],[]
o7288,2,33,40,[],[],[]
o7289,0,19,22,[],[],[]
o7290,0,904,179,[],[],[]
o7291,1,136,19,[],[],[]
o7292,1,12,33,[],[],[]
o7294,1,109,28,[],[],[]
o7300,2,,13,[],[],[]
o73015,0,8,6,[],[],[]
o73016,0,0,15,[],[],[]
o73018,0,18,45,[],[],[]
o73020,0,19,20,[],[],[]
o73021,0,21,846,[],[],[]
o73022,0,2,51,[],[],[]
o73023,0,54,331,[],[],[]
o73024,0,27,168,[],[],[]
o73025,,91,389,[],[],[]
o73026,0,38,151,[],[],[]
o73027,0,12,233,[],[],[]
o73029,0,4,6,[],[],[]
o73030,0,236,107,[],[],[]
o73032,0,0,77,[],[],[]
o73033,0,6,12,[],[],[]
o73035,0,6,152,[],[],[]
o73036,0,18,179,[],[],[]
o73037,0,20,177,[],[],[]
o73038,0,85,26,[],[],[]
o73039,0,10,18,[],[],[]
o73041,0,4,71,[],[],[]
o73042,0,16,4,[],[],[]
o73043,0,88,16,[],[],[]
o73044,0,0,4,[],[],[]
o73045,0,10,42,[],[],[]
o7308,5,13,5,[],[],[]
o73108,0,18,8,[],[],[]
o73109,0,73,6,[],[],[]
o73113,0,0,190,[],[],[]
o7313,0,219,440,[],[],[]
o7322,24,27,27,[],[],[]
o73402,0,4,848,[],[],[]
o73407,0,30,4,[],[],[]
o73409,3,3,5,[],[],[]
o7350,0,98,49,[],[],[]
o7374,24,34,29,[],[],[]
o7375,1,8,2,[],[],[]
o7376,1,444,15,[],[],[]
o7377,9,24,34,[],[],[]
o7378,4,5,6,[],[],[]
o7379,3,335,141,[],[],[]
o7380,2,21,113,[],[],[]
o7381,0,0,118,[],[],[]
o73810,0,2,32,[],[],[]
o73815,1,1,81,[],[],[]
o7382,6,784,63,[],[],[]
o7383,3,4,47,[],[],[]
o73831,2,82,266,[],[],[]
o7384,1,20,9,[],[],[]
o7386,1,7,3,[],[],[]
o7387,0,34,4,[],[],[]
o7389,1,34,1,[],[],[]
o7390,3,11,3,[],[],[]
o73913,1,12,5,[],[],[]
o73914,0,8,44,[],[],[]
o73917,0,0,218,[],[],[]
o73918,0,10,14,[],[],[]
o73919,0,93,56,[],[],[]
o7392,3,427,15,[],[],[]
o73920,0,26,5,[],[],[]
o73925,0,84,43,[],[],[]
o73926,0,12,154,[],[],[]
o73927,1,22,76,[],[],[]
o73928,0,12,170,[],[],[]
o73929,0,19,90,[],[],[]
o73930,0,66,16,[],[],[]
o73933,0,2,252,[],[],[]
o73934,0,11,39,[],[],[]
o73935,0,12,2,[],[],[]
o73937,1,73,48,[],[],[]
o73941,2,183,2,[],[],[]
o73946,0,65,15,[],[],[]
o73947,0,331,26,[],[],[]
o73949,0,0,6,[],[],[]
o73950,0,0,53,[],[],[]
o73951,0,0,6,[],[],[]
o73952,0,0,2,[],[],[]
o73953,0,0,215,[],[],[]
o73955,0,0,899,[],[],[]
o73956,0,0,72,[],[],[]
o73960,0,0,0,[],[],[]
o73962,0,0,22,[],[],[]
o73963,0,83,2,[],[],[]
o73969,0,6,6,[],[],[]
o73983,2,14,9,[],['pattern'],['required']
o73993,1,5,3,[],[],[]
o73996,2,42,2,[],[],[]
o73997,2,14,6,[],[],[]
o73998,2,14,14,[],[],[]
o73999,2,55,6,[],['pattern'],[]
o74003,0,28,6,[],[],[]
o74004,4,4,246,[],['pattern'],[]
o74005,0,0,69,[],[],[]
o74015,1,3,,[],[],[]
o74019,1,86,5,[],[],[]
o74022,0,0,2,[],[],[]
o74246,5,7,7,[],[],[]
o74365,0,71,14,[],[],[]
o74367,0,14,4,[],[],[]
o74372,0,0,105,[],[],[]
o7438,0,10,8,[],[],[]
o74408,2,,9,[],[],['minItems']
o7441,0,12,10,[],[],[]
o74410,0,0,17,[],[],['required']
o7442,1,117,1,[],[],[]
o74422,4,10,4,[],[],[]
o74443,5,,9,[],[],[]
o74444,6,,27,[],[],[]
o74445,5,,48,[],[],[]
o74446,5,,145,[],[],[]
o74447,5,,27,[],[],[]
o74461,8,,526,[],[],[]
o74464,16,50,18,[],['pattern'],[]
o74466,0,0,279,[],[],[]
o74488,1,1,203,[],[],[]
o74549,4,445,94,[],[],[]
o74550,,,111,[],[],[]
o74551,0,29,26,[],[],[]
o74552,,102,193,[],[],[]
o74553,6,,69,[],[],[]
o74554,1,28,31,[],[],[]
o74555,0,5,71,[],[],[]
o74556,13,15,23,[],[],[]
o74561,0,71,31,[],['type'],[]
o74562,0,137,78,[],[],[]
o74563,0,45,55,[],['pattern'],[]
o74564,0,169,80,[],['pattern'],[]
o74591,11,,26,[],[],[]
o74592,1,79,13,[],[],[]
o74593,1,11,14,[],[],[]
o74594,10,20,19,[],[],[]
o74595,2,6,2,[],['pattern'],[]
o74598,4,,,[],[],[]
o7462,1,1,3,[],[],[]
o7488,1,,1,[],[],[]
o7490,1,,1,[],[],[]
o74930,22,,48,[],[],[]
o74931,12,,38,[],[],[]
o74932,5,5,5,[],[],[]
o7495,0,8,84,[],[],[]
o74957,10,,25,[],[],[]
o7496,0,134,15,[],[],[]
o7498,0,12,32,[],[],[]
o7499,0,42,35,[],[],[]
o7500,,421,8,[],[],[]
o75090,3,206,1,[],['type'],[]
o75093,0,,12,[],[],[]
o75094,2,208,32,[],[],[]
o75096,2,5,9,[],"['enum', 'required', 'const', 'type']",[]
o75099,3,9,19,[],[],[]
o75109,1,,1,[],[],[]
o75128,1,,18,[],[],[]
o7513,3,24,3,[],[],[]
o7514,0,92,129,[],[],[]
o75145,2,,2,[],[],[]
o7515,0,8,96,[],[],[]
o7516,0,4,4,[],[],[]
o7517,0,2,2,[],[],[]
o75202,0,0,81,[],[],[]
o75281,0,2,70,[],[],[]
o75282,0,59,42,[],[],[]
o75283,0,15,107,[],[],[]
o75284,0,71,118,[],[],[]
o75285,0,163,18,[],[],[]
o75287,0,203,77,[],[],[]
o7540,12,33,42,[],[],[]
o75559,6,10,16,[],[],[]
o75560,4,,9,[],[],[]
o75561,2,,18,[],[],[]
o75562,4,186,4,[],[],[]
o75563,6,12,10,[],[],[]
o75565,1,,200,[],[],[]
o75573,2,4,6,[],[],[]
o75574,2,11,4,[],[],[]
o75589,0,335,205,[],[],[]
o75593,0,57,2,[],[],[]
o75594,0,2,2,[],['type'],[]
o75595,1,1,1,[],['const'],[]
o75597,3,,3,[],[],[]
o75598,5,60,10,[],[],[]
o75601,11,,46,[],[],[]
o75602,7,,50,[],[],[]
o75613,0,14,73,[],[],[]
o7573,0,47,290,[],[],[]
o7574,2,79,6,[],[],[]
o7578,0,16,10,[],[],[]
o7579,0,174,14,[],[],[]
o75860,1,36,26,[],[],[]
o7607,2,2,128,[],[],[]
o76155,0,0,242,[],[],[]
o76156,0,0,114,[],[],[]
o76160,1,,1,[],[],[]
o7633,0,8,4,[],[],[]
o76439,1,,18,[],[],[]
o76440,6,8,15,[],[],[]
o76465,1,,35,[],[],[]
o76472,1,205,5,[],[],[]
o76477,3,3,3,[],[],[]
o76479,1,76,1,[],[],[]
o76552,0,0,12,[],[],[]
o76554,0,0,2,[],[],[]
o76564,0,,10,[],[],[]
o76583,0,46,2,[],[],[]
o76630,2,2,8,[],[],[]
o76638,0,0,,[],[],[]
o76639,0,0,,[],[],[]
o76642,0,,,[],[],[]
o76654,0,0,2,[],[],[]
o76656,1,,,[],[],[]
o76658,0,,,[],[],[]
o76659,0,0,,[],[],[]
o76660,0,0,4,[],[],[]
o76664,1,,1,[],[],[]
o76665,0,44,,[],[],[]
o76669,0,0,63,[],[],['type']
o76678,4,6,4,[],[],[]
o76740,0,55,30,[],[],[]
o76742,0,204,6,[],[],[]
o76743,1,120,23,[],[],['required']
o76745,8,,23,[],[],[]
o76760,8,8,10,[],[],[]
o76761,4,4,4,[],[],[]
o76763,7,7,7,[],[],[]
o76764,8,,11,[],[],['type']
o76765,10,11,10,[],[],[]
o76766,6,7,9,[],[],[]
o76785,10,,10,[],[],[]
o76831,0,14,14,[],[],[]
o76853,0,0,26,[],[],[]
o76865,0,,,[],[],[]
o76869,0,18,6,[],[],[]
o76874,0,4,15,[],[],[]
o76899,0,16,10,[],[],[]
o76905,10,86,565,[],[],[]
o76906,0,17,44,[],[],[]
o76944,2,,,[],[],[]
o77233,1,7,5,[],[],[]
o77264,0,248,320,[],['pattern'],['type']
o77275,4,26,4,[],[],[]
o77276,9,,97,[],[],[]
o77298,34,,64,"['exclusiveMinimum', 'type', 'minimum']",[],[]
o77299,54,,193,[],[],[]
o77302,0,0,72,[],[],[]
o77303,0,0,52,[],[],[]
o77304,0,,,[],[],[]
o77307,4,10,8,[],[],[]
o77312,1,79,104,[],[],[]
o77317,0,2,129,[],[],[]
o77344,0,271,7,[],[],[]
o77367,1,3,7,[],[],[]
o77397,9,9,14,[],['pattern'],[]
o77402,1,,33,[],[],[]
o77403,0,27,113,[],[],[]
o77406,0,8,14,[],[],[]
o77414,1,,1,[],[],[]
o77420,0,2,6,[],[],[]
o77425,1,,1,[],[],[]
o77435,4,,32,[],[],[]
o77699,0,,,[],[],[]
o77704,0,4,6,[],[],[]
o77712,0,4,52,[],[],[]
o77727,1,315,37,[],[],[]
o77730,3,,7,[],[],[]
o77732,0,6,75,[],[],[]
o77735,0,,,[],[],[]
o77739,1,8,2,[],[],[]
o77740,1,3,1,[],[],[]
o78014,4,,30,[],[],[]
o78015,1,27,67,[],[],[]
o78021,0,,46,[],[],[]
o78036,0,23,24,[],[],[]
o78037,0,19,3632,[],[],[]
o78057,2,2,340,[],[],[]
o78058,2,,34,[],[],[]
o78060,6,7,13,[],['pattern'],[]
o78061,10,11,31,[],['pattern'],[]
o78064,0,17,26,[],[],[]
o78081,0,,168,[],[],[]
o78082,2,14,92,[],[],[]
o78102,0,8,4,[],[],[]
o78155,0,4,6,[],[],[]
o78398,0,109,14,[],[],[]
o78400,0,,4,[],[],[]
o78404,0,12,8,[],[],[]
o78447,0,16,6,[],[],[]
o78451,0,8,6,[],[],[]
o78453,0,4,16,[],[],[]
o78457,0,0,4,[],[],[]
o78463,1,13,306,[],[],[]
o78474,0,12,48,[],[],[]
o78476,0,0,2,[],[],[]
o78477,0,40,8,[],[],[]
o78478,0,0,16,[],[],[]
o78479,0,0,44,[],[],[]
o78481,0,0,10,[],[],[]
o78482,0,0,6,[],[],[]
o78729,,0,2,[],[],[]
o78734,1,25,19,[],[],[]
o78735,8,256,64,[],[],[]
o78738,0,150,121,[],[],[]
o78739,8,424,179,[],[],[]
o78777,0,106,642,[],[],[]
o78783,2,,4,[],[],[]
o78891,0,169,471,[],[],[]
o78892,7,14,11,[],[],[]
o78893,0,4,601,[],[],[]
o78895,0,1489,35,[],[],[]
o78896,0,887,109,[],[],[]
o78957,2,2,12,[],[],[]
o78958,4,169,9,[],[],[]
o78960,0,0,12,[],[],[]
o78964,3,31,60,[],[],[]
o78997,0,4,11,[],[],[]
o79008,0,0,416,[],[],[]
o79009,4,14,600,[],[],[]
o79015,0,34,68,[],[],[]
o79016,,,2,[],[],[]
o79018,0,0,24,[],[],[]
o79022,3,,462,[],[],[]
o79030,3,718,272,[],[],[]
o79077,,397,81,[],[],[]
o79080,2,2,2,[],[],[]
o79423,1,,88,[],[],[]
o79425,0,36,2,[],[],[]
o79427,1,3,5,[],[],[]
o79428,1,3,5,[],[],[]
o79429,2,,5,[],[],[]
o79434,0,5,6,[],[],[]
o79439,0,0,4,[],[],[]
o79440,0,4,261,[],[],[]
o79441,1,3,3,[],[],[]
o79442,0,2,6,[],['type'],['type']
o79443,2,,3,[],[],[]
o79445,0,0,4,[],[],[]
o79447,0,0,0,[],[],[]
o79448,0,3,25,[],[],[]
o79449,1,3,11,[],[],[]
o79450,0,14,2,[],[],[]
o79452,0,0,120,[],[],['type']
o79456,0,39,16,[],[],[]
o79458,3,3,42,[],[],[]
o79473,6,10,,[],[],[]
o79474,0,1,41,[],[],[]
o79475,0,7,9,[],[],[]
o79476,0,3,,[],[],[]
o79477,0,2,3,[],[],[]
o79481,1,1,1,[],[],[]
o79482,1,,13,[],[],[]
o79489,4,15,3,[],[],[]
o79490,0,0,7,[],[],[]
o79491,1,,1,[],[],[]
o79492,3,,17,[],[],[]
o79494,0,53,1,[],[],[]
o79495,2,2,2,[],[],[]
o79498,0,0,10,[],[],[]
o79500,1,33,7,[],[],[]
o79503,3,,8,[],[],[]
o79504,0,13,35,[],[],[]
o79513,0,0,6,[],[],[]
o79516,0,1,12,[],[],[]
o79518,0,2,28,[],[],[]
o79519,1,100,10,[],[],[]
o79522,2,2,3,[],[],[]
o79539,3,,3,[],[],[]
o79541,1,2,2,[],[],[]
o79542,2,2,1,[],[],[]
o79550,3,3,3,[],[],[]
o79554,0,4,9,[],[],[]
o79557,1,1,1,[],[],[]
o79558,0,0,18,[],[],[]
o79561,0,1,0,[],[],[]
o79563,4,4,3,[],[],[]
o79589,0,0,2,[],[],[]
o79592,4,4,4,[],[],[]
o79600,0,1,35,[],[],[]
o79604,3,,127,[],[],[]
o79609,2,2,2,[],[],[]
o79613,0,0,137,[],[],[]
o79622,0,14,2,[],[],[]
o79650,2,144,4,[],[],[]
o79651,4,,170,[],[],[]
o79654,1,1,1,[],[],[]
o79656,12,,35,[],[],[]
o79669,2,39,23,[],[],[]
o79705,1,1,8,[],[],[]
o79709,3,29,3,[],[],[]
o79711,0,10,9,[],[],[]
o79712,1,,2,[],[],[]
o79714,1,,3,[],[],[]
o79715,1,,1,[],[],[]
o79717,1,13,7,[],[],[]
o79722,4,4,4,[],[],[]
o79727,1,3,32,[],[],[]
o79743,7,,,[],[],[]
o79782,0,,43,[],[],[]
o79850,17,,33,[],[],[]
o79851,9,,18,[],[],[]
o79893,0,0,264,[],[],[]
o80161,5,,67,[],[],[]
o80208,1,6,7753,[],[],[]
o80234,0,4,251,[],[],[]
o80235,,1563,1583,[],[],[]
o80248,1,3,251,[],[],[]
o80249,1,3,184,[],[],[]
o80251,1,9,,[],[],[]
o80277,0,476,15,[],[],[]
o80279,0,27,6,[],[],[]
o80280,0,14,49,[],[],[]
o80287,0,2,6,[],[],[]
o80292,1,2,3,[],[],[]
o80293,0,2,4,[],['minProperties'],[]
o80298,4,7,8,[],['pattern'],[]
o80302,0,39,418,[],[],[]
o80303,3,15,24,[],[],[]
o80306,1,5,141,[],[],[]
o80324,2,,351,[],[],[]
o80326,3,,148,[],[],[]
o80622,1,1,1,[],[],[]
o80670,0,0,82,[],[],[]
o80681,5,23,25,[],[],[]
o80829,0,42,27,[],[],[]
o80830,0,29,53,[],[],[]
o80831,5,275,61,[],[],[]
o81108,4,,44,[],[],[]
o81117,0,101,44,[],[],[]
o81119,1,6,101,[],[],[]
o81125,1,,85,[],[],[]
o81127,0,,14,[],[],[]
