schema,DG_ted,JE_ted,JSF_ted,DG_number_errors,JE_number_errors,JSF_number_errors,correct_instance_ast_size,DG_ast_size,JE_ast_size,JSF_ast_size
o65482,0,0,6,0,0,0,1,1,1,7
o65483,5,531,222,0,9,0,11,11,591,229
o65485,0,,8,0,,0,3,3,,11
o65486,6,67,144,0,0,0,19,19,97,157
o65503,9,79,107,0,1,0,23,23,97,129
o65504,8,52,23,0,1,0,21,21,79,37
o65507,7,7,23,0,0,1,17,17,17,39
o65508,4,4,4,0,0,0,9,9,9,9
o65510,1,60,24,0,0,0,3,3,73,33
o65512,3,13,1,0,1,0,1,3,13,1
o65515,1,11,1,0,0,0,3,3,19,3
o65541,0,62,15,0,0,0,1,1,69,19
o65544,1,,1,0,,0,1,1,,1
o65548,1,,1,0,,0,1,1,,1
o65579,1,,1,0,,0,1,1,,1
o65581,1,,0,0,,0,1,1,,1
o65587,1,,1,0,,0,1,1,,1
o65598,1,,1,0,,0,1,1,,1
o65608,1,,1,0,,0,1,1,,1
o65635,3,,5,0,,0,7,7,,9
o65642,1,,1,0,,0,1,1,,1
o65653,1,,0,0,,0,1,1,,1
o65654,1,,1,0,,0,1,1,,1
o65660,3,3,3,0,0,0,7,7,7,7
o65668,0,27,75,0,1,4,5,5,29,89
o65670,1,14,69,0,4,3,5,5,19,101
o65671,1,6,116,0,3,1,5,5,11,139
o65673,1,14,226,0,8,2,5,5,27,271
o65677,1,13,5,0,10,0,3,3,25,7
o65678,1,30,358,0,12,0,5,5,43,441
o65679,1,28,371,0,6,0,5,5,59,439
o65703,1,,107,0,,0,7,7,,135
o65707,2,,105,0,,0,9,9,,129
o65710,1,134,35,0,12,0,5,5,181,41
o65711,5,5,15,0,1,0,11,11,11,21
o65730,4,63,241,1,1,1,11,11,95,319
o65751,0,16,53,0,0,0,1,1,23,65
o65753,,20,125,,1,0,5,,23,139
o65826,0,0,167,0,0,3,1,1,1,203
o65883,2,958,83,0,11,0,9,9,1269,115
o65885,0,60,55,0,0,0,1,1,63,77
o65890,52,476,291,0,26,114,217,217,595,413
o65891,51,235,268,0,39,54,239,239,135,447
o65892,50,201,259,0,28,50,217,217,97,361
o65914,0,11,11,0,1,0,1,1,13,13
o65916,1,69,13,0,6,0,5,5,79,19
o65917,1,95,12,0,7,0,5,5,107,17
o65921,0,156,61,0,0,0,1,1,205,83
o65929,0,92,52,0,6,0,1,1,99,57
o65933,0,117,28,0,0,0,1,1,149,33
o65935,0,,17,0,,0,1,1,,19
o65937,0,,53,0,,0,1,1,,57
o65942,5,12,16,2,1,0,7,1,19,25
o65945,,61,6,,1,1,5,,73,13
o65949,0,51,92,0,0,0,1,1,55,97
o65951,1,87,3,0,0,0,3,3,99,5
o65953,1,93,8,0,0,0,3,3,105,11
o65957,0,22,2,0,0,0,1,1,23,3
o65965,4,10,10,0,0,0,9,9,15,15
o65973,0,,60,0,,0,1,1,,65
o65975,0,8,2,0,0,0,1,1,9,3
o65978,0,84,2,0,0,0,1,1,97,3
o66048,0,93,12,0,0,0,1,1,107,13
o66049,3,61,6,0,0,0,7,7,77,11
o66053,4,,8,0,,3,11,11,,13
o66057,3,7,3,0,0,0,7,7,11,7
o66063,0,28,14,0,0,0,1,1,29,15
o66067,0,,51,0,,0,3,3,,59
o66068,0,,254,0,,0,9,9,,313
o66069,2,19,2,1,1,1,3,1,33,3
o66073,0,5,9,0,1,0,1,1,5,9
o66201,,,9,,,0,7,,,13
o66203,0,,159,0,,0,1,1,,185
o66204,7,,11,0,,0,23,23,,27
o66237,2,20,,0,4,,9,9,31,
o66267,0,12,184,0,0,0,1,1,13,203
o66294,2,91,26,0,0,0,7,7,101,31
o66297,3,,3,0,,0,9,9,,9
o66299,1,3,1,0,0,0,3,3,5,3
o66302,3,,6,0,,0,9,9,,15
o66308,3,,5,0,,0,9,9,,15
o66309,2,,2,0,,0,5,5,,5
o66311,0,0,2,0,0,0,1,1,1,3
o66327,2,85,49,0,0,0,9,9,117,83
o66329,0,0,0,0,0,0,1,1,1,1
o66330,0,0,18,0,0,0,1,1,1,23
o66586,4,4,4,0,0,0,9,9,9,9
o66587,2,4,2,0,0,0,5,5,7,5
o66589,0,32,6,0,0,0,1,1,33,7
o66610,0,,94,0,,0,9,9,,115
o66639,0,14,302,0,0,0,5,5,19,339
o66685,0,22,9,0,0,0,1,1,23,11
o66687,0,12,118,0,0,0,1,1,13,123
o66688,0,14,8,0,0,0,1,1,15,9
o66689,0,39,170,0,0,0,1,1,43,171
o66693,2,,615,0,,1,19,19,,837
o66694,14,101,16,0,0,0,41,41,139,45
o67010,0,335,30,0,0,0,1,1,453,31
o67017,0,0,,0,0,,1,1,1,
o67022,11,20,12,0,0,0,29,29,45,29
o67023,12,213,13,0,0,0,31,31,307,31
o67024,14,66,16,0,0,0,37,37,121,37
o67025,12,55,14,0,0,0,33,33,97,33
o67026,1,6,9,0,0,0,5,5,9,17
o67027,1,,20,0,,0,7,7,,27
o67056,0,0,0,0,0,0,1,1,1,1
o67058,2,,27,0,,0,13,13,,39
o67146,6,76,6,0,0,0,23,23,143,23
o67158,0,171,5,0,0,0,1,1,201,7
o67175,4,7,11,0,0,0,9,9,13,19
o67193,0,22,4,0,0,0,1,1,23,5
o67195,1,,5,0,,0,3,3,,7
o67196,1,,0,0,,0,3,3,,3
o67198,1,28,1,0,0,0,3,3,33,3
o67200,1,,0,0,,0,3,3,,3
o67212,1,,1,0,,0,1,1,,1
o67268,4,5,190,0,0,0,11,11,11,217
o67269,4,982,153,0,0,0,11,11,1309,175
o67273,3,10,43,0,0,5,9,9,17,55
o67274,3,130,40,0,0,0,7,7,151,49
o67287,0,22,8,0,0,0,3,3,25,11
o67288,4,72,13,0,0,0,13,13,95,23
o67291,1,2,1,0,2,0,3,3,3,3
o67351,2,,24,0,,1,9,9,,33
o67369,0,,,0,,,7,7,,
o67370,1,18,85,0,,,3,3,27,91
o674,0,0,30,0,0,0,1,1,1,31
o67449,0,2,43,0,0,0,1,1,3,53
o67450,0,20,81,0,0,0,1,1,29,95
o67456,0,2,0,0,0,0,1,1,5,1
o67457,1,,228,0,,8,5,5,,239
o67463,0,1508,9,0,43,0,3,3,1895,15
o67465,2,3,59,0,3,0,7,7,7,87
o67500,1,10,4,0,0,0,3,3,19,7
o67501,,0,4,,0,0,1,,1,5
o67516,2,213,7,0,0,0,9,9,281,15
o67517,3,,710,0,,0,13,13,,761
o67524,,,1,,,0,1,,,1
o67594,1,31,5,0,0,0,3,3,47,7
o67597,0,2,28,0,0,0,1,1,3,29
o67599,2,16,6,0,0,0,5,5,21,9
o67600,1,13,1,0,0,0,1,1,13,1
o67609,0,67,10,0,0,0,1,1,87,11
o6761,0,8,57,0,0,0,1,1,9,65
o67616,1,,11,0,,0,1,1,,11
o6762,0,69,113,0,0,0,5,5,107,137
o67648,1,,1,0,,0,1,1,,1
o67654,0,5,10,0,0,0,1,1,7,11
o6766,3,,18,0,,0,9,9,,31
o67661,1,21,1,0,1,0,1,1,23,1
o67665,0,16,34,0,0,0,1,1,17,35
o67666,0,9,31,0,0,0,1,1,11,33
o6767,0,26,59,0,0,0,1,1,41,67
o67670,,0,,,0,,1,,1,
o67671,,5,2,,0,0,1,,7,3
o67675,0,16,18,0,0,0,1,1,17,19
o6768,0,36,109,0,0,0,5,5,55,131
o67682,0,10,2,0,0,0,1,1,11,3
o67685,0,47,20,0,0,0,1,1,59,21
o6769,3,,85,0,,0,9,9,,113
o6770,0,83,53,0,0,0,3,3,123,63
o6771,6,,241,0,,0,43,43,,377
o6816,0,,24,0,,0,1,1,,27
o68277,2,,13,0,,0,11,11,,21
o68280,1,,5,0,,0,3,3,,7
o68282,3,,7,0,,0,7,7,,11
o68285,1,1,9,0,1,0,3,3,3,11
o68294,,20,60,3,1,0,5,1,21,75
o68296,0,40,2,0,1,0,3,3,55,3
o68297,2,16,11,0,1,0,5,5,19,13
o683,1,20,1,0,1,0,3,3,25,3
o68300,3,3,3,0,0,3,7,7,7,7
o68301,1,19,21,0,0,0,3,3,21,29
o68306,1,23,1,0,1,0,3,3,39,3
o68312,0,13,11,0,1,0,3,3,15,13
o68315,0,18,4,0,0,0,1,1,19,5
o68322,1,3,9,0,0,0,3,3,5,13
o68324,2,30,8,0,2,0,5,5,33,11
o68325,2,,4,0,,0,5,5,,7
o68326,1,7,47,0,0,0,3,3,9,67
o68328,3,13,3,0,1,0,7,7,19,7
o68330,,30,2,,0,0,1,,43,3
o68332,1,55,9,0,0,0,3,3,73,13
o68333,1,3,7,0,2,0,3,3,5,9
o68335,1,15,1,0,0,0,3,3,23,3
o68337,0,13,4,0,0,0,3,3,15,5
o68347,1,7,5,0,0,0,3,3,11,9
o68350,3,3,17,0,0,0,7,7,7,21
o68354,,0,76,,0,0,1,,1,85
o68355,,,8,,,0,1,,,9
o68396,1,25,7,0,2,0,5,5,29,11
o68397,2,,154,0,,2,29,29,,235
o68398,2,16,12,0,0,0,7,7,25,17
o68405,1,19,3,0,0,0,3,3,21,5
o68409,4,,269,0,,0,15,15,,307
o68413,0,,6,0,,0,1,1,,9
o68414,0,9,12,0,2,0,1,1,11,15
o68415,0,,92,0,,0,1,1,,101
o68426,0,20,4,0,0,0,1,1,27,5
o68428,0,6,17,0,0,0,1,1,7,23
o68435,0,6,22,0,0,0,1,1,7,23
o68438,0,10,4,0,0,0,1,1,11,5
o68588,0,2,102,0,0,0,1,1,3,121
o68597,0,,54,0,,0,1,1,,63
o68598,0,,90,0,,0,5,5,,105
o68600,0,,63,0,,0,1,1,,71
o68601,0,,112,0,,0,1,1,,119
o68602,0,,77,0,,0,1,1,,81
o68603,0,,111,0,,0,1,1,,117
o68623,0,0,21,0,0,0,1,1,1,27
o68625,1,3,3,0,0,0,3,3,5,5
o68630,0,159,291,0,0,0,1,1,191,331
o68694,0,0,0,0,0,0,1,1,1,1
o68724,0,0,2,0,0,0,1,1,1,3
o68725,,12,27,,0,0,1,,13,29
o68726,0,462,79,0,0,0,1,1,551,97
o68728,2,20,49,0,0,0,7,7,25,63
o68729,2,76,137,0,0,0,9,9,97,167
o68730,2,99,38,0,0,0,7,7,123,45
o68806,0,0,14,0,0,0,1,1,1,15
o68811,1,,6,0,,0,5,5,,13
o68821,0,0,58,0,0,0,1,1,1,59
o68822,0,693,87,0,3,0,5,5,947,113
o68824,1,1,1,0,0,0,3,3,3,3
o68825,1,3,9,0,0,0,5,5,7,17
o68826,1,3,37,0,0,0,3,3,5,39
o69073,1,27,1,0,0,0,3,3,41,3
o69074,5,8,38,0,0,0,17,17,21,57
o69083,7,,,0,,,19,19,,
o69091,1,,166,0,,0,11,11,,191
o69097,0,29,319,0,3,0,1,1,33,337
o69099,0,39,39,0,3,0,1,1,43,43
o69100,0,13,67,0,0,0,1,1,15,73
o69138,2,,48,0,,0,5,5,,55
o69139,0,,3,0,,0,3,3,,5
o69155,1,,6,0,,0,7,7,,13
o69157,0,12,12,0,4,0,1,1,25,25
o69158,2,,18,0,,0,5,5,,21
o69159,0,0,14,0,0,0,1,1,1,15
o69161,0,2,8,0,0,0,1,1,3,9
o69190,1,4,10,0,1,0,3,3,5,11
o69193,,146,973,,0,0,11,,171,1097
o69202,0,8,12,0,0,0,1,1,9,13
o69204,2,180,39,0,0,0,5,5,239,49
o69206,0,7,88,0,2,1,7,7,9,101
o69207,0,,157,0,,0,7,7,,183
o69208,1,,157,0,,0,15,15,,191
o69209,0,,1586,0,,5,9,9,,1931
o69210,2,107,239,0,19,0,9,9,171,275
o69211,1,107,122,0,12,0,9,9,163,141
o69212,1,345,475,0,24,1,9,9,465,569
o69214,1,46,253,0,10,0,9,9,67,291
o69215,1,78,661,0,13,9,9,9,127,791
o69218,1,31,7,0,0,0,5,5,35,11
o69219,,28,10,,0,0,3,,31,13
o69220,1,31,27,0,0,0,5,5,35,31
o69221,1,9,1,0,0,0,5,5,13,5
o69222,,56,4,,0,0,3,,81,7
o69248,10,,24,1,,1,5,13,,35
o69314,0,0,4,0,0,0,1,1,1,5
o69319,1,326,43,0,9,0,7,7,453,53
o69390,0,58,32,0,0,0,1,1,75,39
o69391,0,44,16,0,0,0,1,1,65,19
o69392,0,97,78,0,0,0,1,1,127,81
o69393,0,101,10,0,0,0,1,1,121,13
o69394,0,26,10,0,0,0,1,1,43,13
o69418,1,1,63,0,0,0,3,3,3,71
o69430,1,3,22,0,1,0,3,3,5,29
o69469,0,18,12,0,0,0,1,1,19,13
o69474,0,0,,0,0,,1,1,1,
o69485,0,202,3,0,0,0,3,3,279,9
o69486,0,33,3,0,0,0,3,3,53,9
o69487,0,,10,0,,0,3,3,,17
o69498,0,2,11,0,0,0,1,1,3,17
o69499,0,10,5,0,0,0,1,1,11,7
o69507,0,4,6,0,0,0,1,1,5,7
o69508,3,3,5,0,0,0,7,7,7,9
o69509,0,10,10,0,0,0,1,1,11,11
o69510,0,24,10,0,0,0,1,1,25,11
o69511,0,6,4,0,0,0,1,1,7,5
o69512,0,36,8,0,0,0,1,1,37,9
o69514,0,269,20,0,0,0,1,1,367,21
o69519,0,,0,0,,0,7,7,,7
o69520,2,44,2,0,0,0,7,7,55,7
o69521,0,14,16,0,0,0,1,1,15,17
o69522,1,3,29,0,0,0,3,3,5,31
o69525,0,19,10,0,0,0,3,3,29,13
o69531,0,22,2,0,0,0,3,3,29,7
o69533,0,30,,0,0,,1,1,31,
o69579,1,28,7,0,0,0,5,5,41,11
o69582,1,112,100,0,0,0,7,7,131,121
o69584,2,,41,0,,0,7,7,,51
o69586,24,30,8,1,1,0,31,43,15,31
o69599,1,8,17,0,0,0,7,7,21,33
o69602,0,,7,0,,0,5,5,,17
o69631,3,5,9,0,0,0,7,7,9,13
o69719,,8,32,,0,0,1,,9,33
o69729,7,,22,0,,0,19,19,,35
o69733,9,435,53,0,0,0,25,25,617,73
o69741,2,2,4,0,0,0,5,5,5,7
o69742,2,28,2,0,0,0,5,5,31,5
o69744,2,,10,2,,0,9,9,,19
o69745,5,20,7,0,0,0,15,15,45,19
o69746,1,3,4,0,0,0,5,5,9,11
o69749,2,75,2,0,0,0,1,3,101,3
o69751,0,12,16,0,0,0,1,1,13,17
o69752,4,24,14,4,3,0,15,15,27,29
o69753,0,42,2,0,0,0,1,1,43,3
o69758,2,8,2,0,0,0,7,7,13,7
o69760,4,4,6,0,0,0,9,9,9,11
o69761,6,25,91,0,6,0,15,15,47,105
o69762,0,,5,0,,0,3,3,,7
o69763,2,,21,0,,0,9,11,,35
o69808,1,790,31,0,0,0,5,5,1053,37
o69837,0,173,80,0,0,0,1,1,287,83
o69838,0,195,26,0,0,0,1,1,231,29
o69840,0,17,22,0,0,0,1,1,27,25
o69844,0,6,4,0,0,0,1,1,7,5
o69850,1,,3,0,,0,5,5,,9
o69885,3,,65,0,,0,11,11,,89
o69886,10,10540,739,0,0,0,45,45,12895,911
o69888,14,,309,0,1,23,65,65,1,381
o69900,1,4,51,0,0,0,5,5,7,59
o69908,2,52,15,0,4,0,5,5,77,19
o69909,0,0,2,0,0,0,1,1,1,3
o69910,0,25,74,0,7,0,3,3,35,81
o69912,1,14,8,0,0,0,5,5,27,17
o69913,1,3,16,0,0,0,3,3,5,23
o69914,2,,5,0,,0,7,7,,9
o69915,2,9,11,0,0,0,7,7,13,15
o69916,2,4,2,0,0,0,5,5,7,5
o69956,3,,69,0,,0,11,11,,87
o69957,0,7,240,0,7,0,1,1,15,257
o69958,0,1,18,0,1,0,1,1,3,21
o69961,0,74,5,0,11,0,1,1,109,7
o69971,3,,9,0,,0,7,7,,13
o69991,1,591,7,0,0,1,1,1,833,7
o69992,0,,492,0,,0,31,31,,613
o69997,2,133,2,0,1,0,5,5,165,5
o70000,2,,4,0,,0,5,5,,7
o70011,1,495,15,0,0,0,5,5,637,19
o70012,5,12,15,0,0,0,3,7,13,19
o70013,0,84,16,0,0,0,1,1,93,19
o70014,0,20,11,0,0,0,1,1,21,15
o70015,0,128,11,0,0,0,1,1,165,17
o70016,0,16,4,0,0,0,1,1,17,5
o70017,0,16,17,0,0,0,1,1,17,21
o70019,0,0,4,0,0,0,1,1,1,5
o70020,0,0,4,0,0,0,1,1,1,5
o70022,0,12,6,0,0,0,1,1,13,7
o70034,9,5,55,1,3,0,9,11,5,103
o70035,3,338,56,0,9,0,7,9,413,71
o70036,1,133,975,0,7,2,5,5,159,1095
o70037,1,,47,0,,0,5,5,,53
o70193,0,0,12,0,0,0,1,1,1,19
o70256,1,,1,0,,0,1,1,,1
o70267,0,23,4,0,0,0,1,1,33,5
o70288,0,61,4,0,0,0,1,1,79,5
o70290,1,,1,0,,0,1,1,,1
o70294,1,,1,0,,0,1,1,,1
o70295,0,24,12,0,0,0,3,3,31,15
o70296,2,3,88,0,0,0,7,7,7,103
o70306,0,0,18,0,0,0,1,1,1,19
o70366,2,,7,0,,0,9,9,,19
o70367,2,10,2,0,2,0,5,5,21,5
o70368,0,555,149,0,63,0,1,1,667,155
o70369,6,7,16,0,8,0,15,15,15,27
o70370,0,973,25,0,34,0,1,1,1207,27
o70371,7,27,10,0,7,0,17,17,37,21
o70372,4,,8,0,,0,11,11,,15
o70373,5,,5,0,,0,11,11,,11
o70374,5,7,11,0,3,0,11,11,13,17
o70375,5,5,7,0,2,0,11,11,11,13
o70376,2,,6,0,,0,5,5,,9
o70377,0,,292,0,,7,1,1,,297
o70378,6,21,47,0,7,1,15,15,31,57
o70379,6,7,40,0,7,1,15,15,15,49
o70440,0,28,20,0,0,0,1,1,29,21
o70464,0,0,25,0,0,0,1,1,1,27
o70468,0,0,11,0,0,0,1,1,1,17
o70473,0,0,2,0,0,0,1,1,1,3
o70611,7,7,13,0,0,0,21,21,21,27
o70914,4,,9,0,,0,9,11,,15
o70918,0,11,68,0,0,0,1,1,13,69
o71153,0,30,40,0,0,0,1,1,31,45
o71154,0,8,65,0,0,0,1,1,9,67
o71155,0,0,8,0,0,0,1,1,1,9
o71157,0,6,32,0,0,0,1,1,9,33
o71260,9,,447,0,,0,33,33,,503
o71265,2,379,29,1,1,0,5,5,495,37
o71266,4,11,6,1,1,0,5,7,13,9
o71267,4,49,14,0,1,0,5,7,69,17
o71268,1,352,11,0,0,0,7,7,419,19
o71321,0,2074,276,0,0,0,3,3,2625,331
o71323,3,30,11,0,1,0,9,9,41,17
o71328,2,124,8,0,0,0,5,5,161,11
o71329,0,,,0,,0,1,1,,1
o71333,0,59,,0,0,0,1,1,81,1
o71342,2,2,10,0,0,0,5,5,5,13
o71388,1,149,1,0,0,0,3,3,195,3
o71405,2,233,4,0,0,0,5,5,291,7
o71406,0,75,28,0,0,0,1,1,105,29
o71407,2,80,24,0,0,0,7,7,95,33
o71408,0,12,10,0,0,0,1,1,13,11
o71409,1,17,5,0,0,0,3,3,21,7
o71412,0,100,66,0,0,0,1,1,125,67
o71413,5,5,7,0,0,0,11,11,11,13
o71424,1,,1,0,,0,3,3,,3
o71425,2,,4,0,,0,5,5,,7
o71442,0,31,2,0,0,0,1,1,39,3
o71444,0,45,6,0,0,0,1,1,55,7
o71446,0,306,16,0,0,0,1,1,399,17
o71448,0,4,14,0,0,0,1,1,5,15
o71450,0,28,8,0,0,0,1,1,29,9
o71453,4,,21,0,,0,17,17,,37
o71454,2,23,473,0,11,0,9,9,41,513
o71471,0,32,771,0,0,3,1,1,33,811
o71475,39,38,50,0,0,5,131,131,131,121
o71479,1,144,80,0,0,0,15,15,179,105
o71534,0,6,4,0,0,0,1,1,7,5
o71539,0,49,7,0,0,0,1,1,59,9
o71550,0,201,103,0,0,0,5,5,231,111
o71551,0,17,45,0,0,0,3,3,21,53
o71552,0,44,495,0,8,0,1,1,53,593
o71556,3,3,8,0,0,0,7,7,7,15
o71565,2,31,178,0,0,0,5,5,43,189
o71566,0,134,95,0,1,3,5,5,183,129
o71568,1,,32,0,,0,3,3,,41
o71820,1,57,42,0,3,2,5,5,71,55
o71826,0,6,24,0,0,0,1,1,7,25
o71827,1,121,,0,9,,7,7,177,
o71844,0,41,4,0,0,0,1,1,51,5
o71845,0,0,8,0,0,0,1,1,1,9
o71846,0,,21,0,,0,1,1,,25
o71847,2,1536,48,0,0,0,11,11,2041,63
o72111,6,47,4,0,4,0,7,1,61,9
o72113,5,,,0,,,11,11,,
o72175,,160,22,,0,0,1,,223,23
o72177,4,8,13,0,1,0,5,5,9,17
o72181,1,654,15,0,15,0,9,9,863,25
o72182,0,0,,0,0,,1,1,1,
o72184,0,6,19,0,0,0,1,1,7,21
o72186,1,,1,0,,0,7,7,,7
o72187,0,44,50,0,8,12,7,7,57,61
o72189,0,0,14,0,0,0,1,1,1,15
o72192,0,11,67,0,4,0,3,3,19,81
o72193,0,0,2659,0,0,0,1,1,1,2841
o72194,0,0,2,0,0,0,1,1,1,3
o72196,0,15,14,0,0,1,1,1,17,15
o72199,1,,2,0,,0,15,15,,15
o72203,4,,10,0,,0,9,9,,15
o72204,0,36,4,0,0,0,1,1,37,5
o72205,5,,5,0,,0,3,7,,7
o72212,2,2,2,0,0,0,5,5,5,5
o72213,5,,23,0,,0,15,15,,33
o72217,6,,24,0,,0,15,15,,33
o72221,0,2,8,0,0,0,1,1,3,9
o72247,0,2455,464,0,94,6,11,11,3135,525
o7230,2,23,4,0,0,0,7,7,33,9
o72527,4,,,2,2,,9,11,1,
o72528,0,0,1022,0,0,36,1,1,1,1147
o72529,0,18,4,0,0,0,1,1,19,5
o72536,0,12,6,0,0,0,1,1,13,7
o72570,3,60,34,0,6,0,11,11,85,43
o72586,3,3,35,0,1,0,7,7,7,55
o72587,2,2,2,0,1,0,5,5,5,5
o7264,4,,246,0,,0,13,13,,297
o7271,0,18,182,0,0,0,1,1,19,199
o7276,0,0,11,0,0,0,1,1,1,13
o7287,0,943,113,0,0,0,17,17,1157,155
o7288,2,33,40,0,0,0,17,17,79,73
o7289,0,19,22,0,0,0,5,5,35,33
o7290,0,904,179,0,0,0,11,11,1197,263
o7291,1,136,19,0,0,0,5,5,223,33
o7292,1,12,33,0,0,0,3,3,23,45
o7294,1,109,28,0,0,0,3,3,121,35
o7300,2,,13,0,,0,13,13,,31
o73015,0,8,6,0,0,0,1,1,9,7
o73016,0,0,15,0,0,0,1,1,1,21
o73018,0,18,45,0,0,0,1,1,23,47
o73020,0,19,20,0,0,0,1,1,27,23
o73021,0,21,846,0,0,0,1,1,31,915
o73022,0,2,51,0,0,0,1,1,3,57
o73023,0,54,331,0,0,0,1,1,73,385
o73024,0,27,168,0,0,0,1,1,39,187
o73025,0,91,389,0,0,0,1,1,121,445
o73026,0,38,151,0,0,0,1,1,39,157
o73027,0,12,233,0,0,0,1,1,13,263
o73029,0,4,6,0,0,0,1,1,5,7
o73030,0,236,107,0,0,0,1,1,313,113
o73032,0,0,77,0,0,0,1,1,1,83
o73033,0,6,12,0,0,0,1,1,7,13
o73035,0,6,152,0,0,0,1,1,7,161
o73036,0,18,179,0,0,0,1,1,23,195
o73037,0,20,177,0,0,0,1,1,21,189
o73038,0,85,26,0,0,0,1,1,111,27
o73039,0,10,18,0,0,0,1,1,11,19
o73041,0,4,71,0,0,0,1,1,5,89
o73042,0,16,4,0,0,0,1,1,17,5
o73043,0,88,16,0,0,0,1,1,109,19
o73044,0,0,4,0,0,0,1,1,1,5
o73045,0,10,42,0,0,0,1,1,11,49
o7308,5,13,5,0,0,0,11,11,19,11
o73108,0,18,8,0,0,0,1,1,19,9
o73109,0,73,6,0,0,0,1,1,81,7
o73113,0,0,190,0,0,0,1,1,1,219
o7313,0,219,440,0,0,0,1,1,289,457
o7322,24,27,27,0,0,0,71,71,71,71
o73402,0,4,848,0,0,0,1,1,5,907
o73407,0,30,4,0,0,0,1,1,39,5
o73409,3,3,5,0,0,0,7,7,7,9
o7350,0,98,49,0,0,0,1,1,109,55
o7374,24,34,29,0,1,0,49,55,59,67
o7375,1,8,2,0,0,0,5,5,19,7
o7376,1,444,15,0,8,0,5,5,595,21
o7377,9,24,34,0,1,0,27,27,43,55
o7378,4,5,6,0,0,0,15,15,19,19
o7379,3,335,141,0,22,0,15,15,421,153
o7380,2,21,113,0,17,0,9,9,47,129
o7381,0,0,118,0,0,0,1,1,1,121
o73810,0,2,32,0,0,0,1,1,3,35
o73815,1,1,81,0,0,0,3,3,3,101
o7382,6,784,63,0,0,0,17,17,969,77
o7383,3,4,47,0,1,0,11,11,13,59
o73831,2,82,266,0,2,10,7,7,123,301
o7384,1,20,9,0,0,0,3,3,25,11
o7386,1,7,3,0,0,0,3,3,9,5
o7387,0,34,4,0,0,0,1,1,49,5
o7389,1,34,1,0,0,0,3,3,51,3
o7390,3,11,3,0,0,0,7,7,15,7
o73913,1,12,5,0,0,0,3,3,17,7
o73914,0,8,44,0,0,0,1,1,9,45
o73917,0,0,218,0,0,0,1,1,1,219
o73918,0,10,14,0,0,0,1,1,11,15
o73919,0,93,56,0,4,0,3,3,139,79
o7392,3,427,15,0,0,0,7,7,557,19
o73920,0,26,5,0,0,0,3,3,37,13
o73925,0,84,43,0,0,0,1,1,93,47
o73926,0,12,154,0,1,2,1,1,13,183
o73927,1,22,76,0,0,0,3,3,33,85
o73928,0,12,170,0,0,0,1,1,19,197
o73929,0,19,90,0,0,0,1,1,23,91
o73930,0,66,16,0,10,0,1,1,95,19
o73933,0,2,252,0,0,1,1,1,3,275
o73934,0,11,39,0,0,0,1,1,15,47
o73935,0,12,2,0,0,0,1,1,13,3
o73937,1,73,48,0,0,0,5,5,111,67
o73941,2,183,2,0,0,0,3,3,223,3
o73946,0,65,15,0,0,0,3,3,91,23
o73947,0,331,26,0,0,0,1,1,429,27
o73949,0,0,6,0,0,0,1,1,1,7
o73950,0,0,53,0,0,0,1,1,1,57
o73951,0,0,6,0,0,0,1,1,1,7
o73952,0,0,2,0,0,0,1,1,1,3
o73953,0,0,215,0,0,0,1,1,1,241
o73955,0,0,899,0,0,0,1,1,1,963
o73956,0,0,72,0,0,0,1,1,1,75
o73960,0,0,0,0,0,0,1,1,1,1
o73962,0,0,22,0,0,0,1,1,1,25
o73963,0,83,2,0,0,0,1,1,101,3
o73969,0,6,6,0,0,0,3,3,9,9
o73983,2,14,9,0,1,1,5,5,17,11
o73993,1,5,3,0,0,0,3,3,7,5
o73996,2,42,2,0,0,0,5,5,55,5
o73997,2,14,6,0,0,0,5,5,17,9
o73998,2,14,14,0,0,0,5,5,17,17
o73999,2,55,6,0,1,0,5,5,63,9
o74003,0,28,6,0,0,0,1,1,33,7
o74004,4,4,246,0,1,0,9,9,9,265
o74005,0,0,69,0,0,0,1,1,1,83
o74015,1,3,,0,0,,3,3,5,
o74019,1,86,5,0,0,0,5,5,111,11
o74022,0,0,2,0,0,0,1,1,1,3
o74246,5,7,7,0,0,0,11,11,13,13
o74365,0,71,14,0,0,0,1,1,103,15
o74367,0,14,4,0,0,0,1,1,15,5
o74372,0,0,105,0,0,0,1,1,1,133
o7438,0,10,8,0,0,0,1,1,11,9
o74408,2,,9,0,,1,9,9,,7
o7441,0,12,10,0,0,0,1,1,13,11
o74410,0,0,17,0,0,2,1,1,1,21
o7442,1,117,1,0,0,0,3,3,149,3
o74422,4,10,4,0,2,0,13,13,5,13
o74443,5,,9,0,,0,15,15,,19
o74444,6,,27,0,,0,23,23,,45
o74445,5,,48,0,,2,15,15,,69
o74446,5,,145,0,,5,15,15,,187
o74447,5,,27,0,,0,15,15,,39
o74461,8,,526,0,,81,27,27,,671
o74464,16,50,18,0,10,0,47,47,81,47
o74466,0,0,279,0,0,10,1,1,1,313
o74488,1,1,203,0,0,0,5,5,5,223
o74549,4,445,94,0,0,0,11,11,571,115
o74550,,,111,,1,1,25,,1,127
o74551,0,29,26,0,1,0,5,5,37,29
o74552,,102,193,,1,1,23,,129,221
o74553,6,,69,0,,6,13,13,,99
o74554,1,28,31,0,3,0,7,7,37,41
